動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
單腳硬舉-壺鈴,壺鈴,"背部：下背部, 腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌","Stand with one foot slightly off the floor.
Stretch your arms and hold a kettlebell in the opposite hand in an overhand grip at your side.","1 Lift the raised leg behind and lower your body and the arm holding kettlebell.
2 Pause until your torso and the lifted leg are parallel with the floor.
3 Return to the starting position and repeat.
4 Switch to the other side and repeat the same repetitions.","1 Move the kettlebells vertically.
2 Do not let the raised leg touch the floor.
3 Brace the abs to support your straight back throughout the movement.
4 Keep the still knee slightly bent throughout the movement."
單臂划船-壺鈴,壺鈴,"手臂：肱二頭肌, 肩膀, 背部：背部, 腹部",Lie prone on the floor with feet together and arms extended. Hold two kettlebells with both hands shoulder width apart. Form a straight line from head to toe.,"1 Squeeze your back and bend your elbow to lift one kettlebell up while pushing the other into the floor.
2
Pause for a few seconds and lower it, back to the starting position and repeat.
3
Switch to the other side and repeat the same repetitions.","1 Do not fully extend your arms.
2 Keep a straight back and braced core during the exercise.
3 Do not let your chest touch the floor."
地上曲臂上拉-壺鈴,壺鈴,"手臂：肱三頭肌, 背部：背部, 胸部",Lie flat with knees bent and feet planted on the floor. Hold the kettlebell with both hands in an overhand grip and press it over your chest with arms stretched.,"1 Inhale to bend your elbows and lower your arms in an arc behind your head.
2
Stretch out your chest and pause for a few seconds.
Exhale to pull the kettlebell in arc over your head until your arms are vertical to your body.
4 Repeat slowly.","1 Do not lock out your elbows at the top.
2 Keep a straight back and braced core during the exercise."
俯身划船-壺鈴,"壺鈴, 平板椅","肩膀, 背部：斜方肌","Put one leg and one arm of the same side on the bench to support you. Bend over to hold the kettlebell from the floor in the free hand in an overhand grip with the arm extended.
","1 Exhale and bend your elbow to lift the kettlebell to your side until the upper arm is parallel to the toor.
2
Squeeze your shoulder blades at the top for a few seconds. Inhale and return to the starting position slowly and repeat.
3
Switch to the other side and repeat the same repetitions.","1 Move the kettlebell vertically.
2 Keep a straight back during the exercise."
反向弓箭步-壺鈴,壺鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand with feet shoulder width apart. Hold a kettlebell in each hand by your sides.,"lnhale and take a big step backward with one leg and lower your body, until the working knee almost down on the floor with the opposite leg bent.
2
Exhale and return to the starting position and complete alternating between left and right.","1 Do not let your front knee go over your toes.
2 Do not let your back knee touch the floor.
3 Keep a straight back and braced core during the exercise."
風車-壺鈴,壺鈴,腹部,Stand with feet wider than shoulder width apart. Hold a kettlebell in one hand and press it overhead with the arm extended.,"1 Bend at your waist and squeeze obliques to the opposite side until touching your feet with the free hand.
2 Hold for a few seconds and brace your glutes.
3
Return to the starting position slowly and repeat.
4 Switch to the other side and repeat the same repetitions.","1 Keep the arm holding the kettlebell steady and fully extended overhead.
Keep looking up at the kettlebell and a straight back during the exercise."
弓箭步-壺鈴,壺鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand with feet shoulder width apart. Hold a kettlebell in each hand by your sides.," Inhale and take a big step forward with one leg and lower your body, until the knee behind almost down on the floor with the front knee bent.
2
Exhale and return to the starting position through the front heel.
«Complete alternating between left and right.","1 Do not let your front knee go over your toes.
2 Do not let your back knee touch the floor.
3 Keep a straight back and braced core during the exercise."
火箭推-壺鈴,壺鈴,全身,Stand with feet shoulder width apart and toes pointing outwards. Bend the elbows in front of you and hold two kettlebells beside your shoulders with a neutral grip.,"1 Descend your body to a squat position.
2 Drive through your heels and hips to stand up. Drive the kettlebells directly above your head until your arms are straight.
Return to the starting position and repeat.","Do not let your knees go over your toes when you squat.
2 Rotate the wrists as you pull the kettlebells towards your shoulders.
3 To add difficulty, add weights gradually.
4 Keep a straight back and braced core during the exercise."
農夫走路-壺鈴,壺鈴,全身,Stand and hold a kettlebell in each hand by your sides in a neutral grip and arms extended.,"Take short and quick steps forward for a set distance holding the kettlebells.
Lower the kettlebells down to the floor, take a short break and repeat on the way back.","1 To add difficulty, use heavy kettlebells.
2 Keep a straight back and braced core during the exercise."
前蹲-壺鈴,壺鈴,"腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart. Hold a kettlebell with both hands at shoulder height and arms bent at your sides.,"Inhale and squat down until your thighs are parallel to the floor.
2 Hold for a few seconds to feel the contraction.
3
Exhale, drive through the heels and midfoot to the starting position slowly and repeat.","Keep the tiptoes in the same direction as your knees.
2 Do not let your knees go over your toes.
3 Do not lock out your knees at the top.
4 Keep your glutes, quadriceps and hamstrings engaged."
屈膝弓箭步-壺鈴,壺鈴,"腿部：股四頭肌, 腿部：腿後肌群, 腿部：臀肌",Stand with feet shoulder width apart. Hold a kettlebell using both hands in front of your chest.,"1 Take a big step back with one leg, crossing it behind the opposite leg.
2
Inhale and bend your knees and lower your hips until the front thigh is nearly parallel to the Hoor.
3 Exhale and push up through your heels to straighten your front leg and return the foot behind to the starting position.
4 Complete alternating between left and right.","1 Do not let your front knee go over your toes.
2 Do not let your back knee touch the floor.
3 Keep your torso upright and your hips and shoulders as square as possible."
屈體划船-壺鈴,壺鈴,"手臂：肱二頭肌, 背部：斜方肌, 背部：背部",Stand with feet shoulder width apart and bend over. Hold a kettlebell in each hand with a neutral grip.,"1 Exhale and squeeze your lats muscle to lift the kettlebells up toward your rib cage.
2 Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1 Keep your knees slightly bent throughout the movement.
2 Keep a straight back and braced core during the exercise."
上舉-壺鈴,壺鈴,肩膀,Stand with feet shoulder width apart. Hold a kettlebell in each hand with elbows bent at around 45 degrees at your sides and palms facing forward.,"1 Exhale and squeeze your shoulders to press the kettlebells vertically until your arms are straight overhead.
2
Pause for a few seconds, inhale, return to the starting position slowly and repeat.","1  Do not lock out your elbows at the top.
2 Keep your knees slightly bent throughout the movement.
3 Keep a straight back and braced core during the exercise."
甩壺,壺鈴,全身,Bend at your waist and knees with feet shoulder width apart and torso nearly horizontal. Hold the kettlebell with both hands between your legs.," Contract your glutes and thrust your hips forward to swing the kettlebell up to your chest level.
2
Swing the kettlebell back down to the starting position and repeat.","Rely on your glutes and quads to swing the kettlebell up instead of your arms or back.
2 Keep the speed and height controlled and do not swing too fast or drop too low.
3
Keep a straight back and braced core during the exercise"
土耳其起立-壺鈴,壺鈴,全身,"Lie with your left arm stretched on the floor, 45 degrees with your body and your right arm holding a kettlebell, stretched perpendicular to the floor. Bend your right leg and have your right foot flat on the floor.","1 Press your left elbow and drive through your right foot to roll up onto your left forearm.
2 Press away from the floor with your left hand as you lift your forearm and lockout your elbow.
3 Raise your butt off the floor and have your left knee land where you sat.
4 Rotate your left lower leg to align your left leg in the same direction as your right leg.
5 Drive through your right foot to stand up.
• Return to the starting position and repeat.
7 Switch to the other side and repeat the same repetitions.","Keep the wrist and elbow of the still arm straight throughout the movement.
2 Keep your shoulder packed and stare at the kettlebell during the exercise."
